no,genome,hpv_genome,group,group_number,hpv_name,group_genome,Met0913,Met0920,Met0921,Met0936,Met0946,Met0947,Met0992,Met1003,Met1004,Met1020,Met1030,Met1031,Met2822,Met2823,Met2824,Met2825,Met2834,Met2835,Met2836,Met2837,Met2846,Met2847,Met2849,Met2858,Met2859,Met2860,Met2861,Met2870,Met2871,Met2872,Met2873,Met2882,Met2883,Met2885,Met2894,Met2895,Met2897,Met2906,Met2909,Met3132,Met3138,Met3139,Met3142,Met3144,Met3506,Met3507,Met3508,Met3509,Met3510,Met3511,Met3512,Met3513,Met3514,Met3515,Met3516,Met3517,Met3518,Met3519,Met3520,Met4126,Met4127,Met4128,Met4129,Met4130,Met4131,Met4132,Met4133,Met4134,Met4135,Met4136,Met4137,Met4138,Met4139,Met4140,Met4141,Met4142,Met4143,Met4144,Met4145,Met4146,Met4147,Met4148,Met4149,Met4150,Met4151,Met4152,Met4153,Met4154,Met4155,Met4156,Met4157,Met4158,Met4348,Met4349,Met4350,Met4351,Met4352,Met4353,Met4357,Met4358,Met4359,Met4360,Met4361,Met4362,Met4363,Met4364,Met4365,Met4366,Met4367,Met4368,Met4369,Met4370,Met4371,Met4372,Met4373,Met4374,Met4375,Met4376,Met4520,Met4521,Met4522,Met4523,Met4524,Met4525,Met4526,Met4527
29,HPV48,48,gamma,2,gammapapillomavirus_2,gamma_HPV48,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8451,27.8873,0,0,35.0704,0,0,0,34.6479,0,0.4225,68.3099,0,0,18.3099,0,0,0,0,1.6901,0,0,0,0,0,0.7042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4648,0,0,0,3.9437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,HPV49,49,beta,3,betapapillomavirus_3,beta_HPV49,0,0,0,0,0,0,0,0,0,0,0,0,43.4725,0,0,262.5683,49.3399,0.8001,0,246.4329,20.136,0,1044.6726,141.8856,0,0,4.2672,10.6681,0,0,8.6678,1.6002,0,112.9484,0.8001,0,83.3444,97.613,276.3035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5334,0,0,0,0.2667,0,2.8004,0,0,0,3.4671,0,0,0,0,0,0,0,0,0,0,0,0,3.6005,0,0,28457.1276,1890.5187,108400.0533,12843.1791,15844.1125,2646.4862,1683.8245,12039.872,0,0,0,0,0,305.7741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,HPV50,50,gamma,3,gammapapillomavirus_3,gamma_HPV50,0,0,0,0,0,0.8352,0,0,0,0,0,0,0,1.9488,0,0.2784,0.5568,2.6448,0,0,0.8352,0.1392,0,1.8096,0,0,0,19.7661,0.8352,0,0,0.5568,0.1392,0,0,0,0,0.9744,0,0,0,0,0,0,0,0,0,1.1136,0,1.6704,0,0,0,0,0,0,0.8352,0.5568,0,0,0,0,0.2784,0,0.5568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,HPV51,51,alpha,5,alphapapillomavirus_5,alpha_HPV51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,HPV57,57,alpha,4,alphapapillomavirus_4,alpha_HPV57,0,0,0,0,0,0.5209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0418,0,0,0,0,0,0,0,0,0,0,0,0.2605,0,0.5209,0,0,0,0,0.2605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,HPV60,60,gamma,4,gammapapillomavirus_4,gamma_HPV60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,HPV62,62,alpha,3,alphapapillomavirus_3,alpha_HPV62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253,0,0.253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,HPV63,63,mu,2,mupapillomavirus_2,mu_HPV63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.8678,0,0,0,85.124,0,0,44.9036,0,0,0,4.9587,0,0,0,5647.5207,0,7.1625,4581.5427,0,0,1.9284,0,61.157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.551,0.551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,HPV65,65,gamma,1,gammapapillomavirus_1,gamma_HPV65,0,0.5521,1.1042,0,0,0,0,0,0,0,0,0,0,0,0.2761,0,0,0,0,0,0,0,0,0,0,0,0,1.1042,0,0,0,1.3803,2.7605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,HPV66,66,alpha,7,alphapapillomavirus_7,alpha_HPV66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,HPV67,67,alpha,9,alphapapillomavirus_9,alpha_HPV67,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5231,0.5231,0,0,0.5231,0,0,0,57.4081,0,0,0,0,0,0,4.1846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,HPV68,68,alpha,7,alphapapillomavirus_7,alpha_HPV68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,HPV70,70,alpha,7,alphapapillomavirus_7,alpha_HPV70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,HPV75,75,beta,3,betapapillomavirus_3,beta_HPV75,0,0,0,0,8.8591,0,0,0,0,0,0,0,0,132.8859,181.8792,22.8188,0,102.953,0,0,0,13.4228,172.4832,0,34705.3691,0,0,0,29.1275,0,0,0,1.6107,34.2282,0,1.0738,0,0,14.094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1477,0,0,0,0,0,59.5973,0,0,0,0,0,0,0,0,0,0,0,222.1477,0,733.1544,99.1946,252.0805,28.9933,0,135.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,HPV76,76,beta,3,betapapillomavirus_3,beta_HPV76,0,0,0,45.9817,0.8091,48.274,0.5394,0,0,1.2136,0,0,0,0,0,318.9051,0,0,0,108.8188,0,0,2228.6947,0,103.1553,0,76.4563,2.1575,0,0,21.8447,0,0,500.5394,0,0,14.1586,0,267.6645,0,0,0,0,0,1.6181,0,0.5394,0.2697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8091,0,0,215.7497,14.698,563.1068,94.6602,238.808,30.6095,0,120.4153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,HPV78,78,alpha,2,alphapapillomavirus_2,alpha_HPV78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0995,6.1959,0,10.0684,0,1.1617,0,0.2582,0,0,0,0,0.5163,0,0,0,0.5163,0,0,1.8072,0,0,0,0,5.1633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.098,2.8398,7.0995,0,1.1617,1.2908,0,4.3888,0,0,0,0,0,0,3.3561,0,0,0,0,0,0.5163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,HPV80,80,beta,2,betapapillomavirus_2,beta_HPV80,0.2712,0,0,0,0,0,0,0,0,0,0,0,0,30.6441,23.322,56.2712,0,14.2373,0,33.0847,0,1.3559,444.6102,0,8.4068,0,57716.0678,0,2.9831,0,10.7119,0,0,198.3729,0,0,69.0169,0,87.7288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2712,0,0,0,0,0,0,0,0,1.3559,0,0,0,1.0847,0,1.6271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3559,1.4915,14.3729,29.2881,0,2.1695,0,6.6441,0,0.2712,0.4068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,HPV84,84,alpha,3,alphapapillomavirus_3,alpha_HPV84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,HPV87,87,alpha,3,alphapapillomavirus_3,alpha_HPV87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,HPV89,89,alpha,3,alphapapillomavirus_3,alpha_HPV89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,HPV90,90,alpha,14,alphapapillomavirus_14,alpha_HPV90,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5297,2.6392,0,0,2.0108,0,0,0,16.8405,0,0,1.0054,0,0,0,4.9013,0,0,0,0,0,0,0,0.2514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,HPV92,92,beta,4,betapapillomavirus_4,beta_HPV92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2128,14.5684,0,0,0,0,2.199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2749,0,0,160.1154,5.7724,36.696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0995,0,0,0,0
51,HPV93,93,beta,1,betapapillomavirus_1,beta_HPV93,0,0,0,0,0,0,0,0,0,0,0,0,1.0793,0,0,0,0.4047,0,0,0,0,0,77.3071,2.6983,0,0,0,60.1727,0,0,0,0,0,0,0,0,0,0.8095,0.4047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.6892,18.2137,23.2056,133.7021,79.4657,16.4598,9.9838,42.3637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,HPV94,94,alpha,2,alphapapillomavirus_2,alpha_HPV94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.311,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,HPV95,95,gamma,1,gammapapillomavirus_1,gamma_HPV95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2759,0,0,0,0,4.8283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,HPV96,96,beta,5,betapapillomavirus_5,beta_HPV96,0,0,0,0,0,0,0,0,0,0,0,0,0,496.2049,214.4213,0,0,129.3033,0,0,1.3554,127936.7037,12.1984,0,130.9298,0,0,8.1323,297.3706,0,0,0,2.9818,1.2198,0,1.0843,0,0.5422,0,0,0,0,0,0,0,0,0.5422,0,0,0,0,0,0,0,0,0,1.762,1.4909,4.4728,0,0,0,0,0,0.5422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3554,0,26.4299,3.7951,0,0,0,2.4397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,HPV98,98,beta,1,betapapillomavirus_1,beta_HPV98,0,0,0,1.8962,4.6052,5.147,1.0836,0,0.8127,0,0,0,227.5498,0,0,179.4663,739.1304,0,0,185.2905,79.7779,0,1924.9628,2638.4938,0,0,59.5964,117.0256,0,0,38.1959,6.9078,0,173.3713,2.1671,0,357.5782,175.9447,706.0815,0,0,0,0,0,0,0,0,2.1671,0,0,0,0,0,0.2709,0,0,0,0.8127,2.1671,166.4635,765.1361,74.2246,960.1788,4167.818,65.4206,570.7707,845.7267,0.5418,1.3545,0,0,0,0,0,3.3862,0,0,0,0,0,0,0,0,0,194.9072,59.3255,26.412,1276.0396,282.1346,89.53,73.2764,187.5931,0,4.0634,9.7521,0,0,10.7003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,HPV99,99,beta,1,betapapillomavirus_1,beta_HPV99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845.2101,0,0,0,0,0,0,0,0,0,0,0,0,0,48.5513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.4135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313.1036,294.0486,203.7327,1919.2117,359.9582,120.4646,178.1519,306.1864,0,0,0,0,0,30.8014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,HPV100,100,beta,2,betapapillomavirus_2,beta_HPV100,121.9512,0,2.168,0,0,0,0,0,0,0,0,0,2.3035,0.271,2.0325,22.3577,4.607,1.626,0,64.2276,6.0976,0.1355,1055.8266,15.3117,0.4065,0,10.8401,159.8916,0,0,13.5501,0,0,90.2439,0,0,16.6667,4.878,106.7751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71,0,0,10.8401,5.4201,26.0163,0,0,0,0,0,0,2.168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.355,16.2602,0,2.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,HPV104,104,beta,2,betapapillomavirus_2,beta_HPV104,0,0,0,0,0,0,0,0,0,0,0,0,0,14394.4142,4805.7221,0,0,104.0872,0,0,0,634.8774,1.0899,0,2153.6785,0,0,1.9074,3742.7793,0,0,3.2698,5.1771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0899,0,0,1.0899,1.6349,0,0,0,1.6349,0,0,0,0,0,0,0,0,0,0,0,0,2.1798,0,0,3980.3815,49.3188,867.7112,401.6349,801.6349,46.1853,0,680.9264,0,0,0,0,0,6.4033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,HPV105,105,beta,1,betapapillomavirus_1,beta_HPV105,0,0,0,0.2646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.8095,43.6508,23.6772,12043.3862,27.381,4.8942,29.4974,170.7672,2.2487,1.3228,2.2487,0,0,0,0.3968,1.3228,0,0,4.1005,0,1.3228,0,8.2011,0.5291,1.3228,26669.8413,59044.5767,300729.7619,121159.7884,20600.3968,9238.4921,12571.6931,20098.8095,0,1.8519,2.1164,0,0,31291.5344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,HPV107,107,beta,2,betapapillomavirus_2,beta_HPV107,0,0,0,0,0,0,0,0,0,0,0,0,1.067,0,0,283.1422,14.4038,1.4671,0,673.913,28.2742,0.6668,7152.1739,67.4847,0,0,281.6751,115.4975,0.4001,0,32.4086,1.8672,0,1111.7631,0,0,382.2353,2.534,241.3977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6004,0,0,0,2.9341,0,3.7343,0,3.7343,0,3.4676,23.7397,38.2769,209.7893,4.1344,27.6074,5.068,3.7343,14.4038,0,0,0,0,0,0,0,0,0,939.8506,571.0856,206.9885,102.5607,335.156,26.1403,34.2758,364.6306,0,0,0,0,0,20.0053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5335,0,0,0,0,0,0,0,0,0,0,0
61,HPV109,109,gamma,7,gammapapillomavirus_7,gamma_HPV109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5497,0,0,0,0.8245,0,0,1.0994,0,0,0,0.2748,0,0,0,0,0,0,0,0,0,0.2748,0,0.9619,0,0,0,0,0,0,0,0,22.8116,0,43.5619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5497,0,0,1.0994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,HPV110,110,beta,2,betapapillomavirus_2,beta_HPV110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.9391,0,0,0,10.4676,0,0,109.1626,4.0783,0,0,1.7673,1.3594,0,0,6.7972,0,0,25.9652,0,0,14.41,0,16.5851,0,0,0,0,0,0,0,0,0.2719,0.8157,6.3893,0,0,0,0,0,0,7.6128,159.5976,9.2442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2719,0,0,0,0,0,0,0,0,0,2.0392,4.3502,0,19.5759,0,2.9908,0,134.3121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5438,0,0.2719,0,0,0
63,HPV111,111,gamma,10,gammapapillomavirus_10,gamma_HPV111,0,0,0,0,0,0,0,0,0,0,0,0,32.946,106.6302,136.8421,0,171.9754,80.6562,0,0,0,4.1012,0,1883.3903,25.4272,0,0,39.6446,9.296,0,0,0,0,0,0,19.2755,0,0,0,0,0,0,0,0,0,0,2.1873,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5543,0,5.0581,0,0,0,5.7416,1.3671,8.6124,0.8202,0,0,0,0,1.3671,0,0,0,0,0,0,3.8278,0,0,0,0,0,142.7204,18.4552,16.6781,0,0,2.1873,0,0.2734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
