no,genome,hpv_genome,group,group_number,hpv_name,group_genome,Met0913,Met0920,Met0921,Met0936,Met0946,Met0947,Met0992,Met1003,Met1004,Met1020,Met1030,Met1031,Met2822,Met2823,Met2824,Met2825,Met2834,Met2835,Met2836,Met2837,Met2846,Met2847,Met2849,Met2858,Met2859,Met2860,Met2861,Met2870,Met2871,Met2872,Met2873,Met2882,Met2883,Met2885,Met2894,Met2895,Met2897,Met2906,Met2909,Met3132,Met3138,Met3139,Met3142,Met3144,Met3506,Met3507,Met3508,Met3509,Met3510,Met3511,Met3512,Met3513,Met3514,Met3515,Met3516,Met3517,Met3518,Met3519,Met3520,Met4126,Met4127,Met4128,Met4129,Met4130,Met4131,Met4132,Met4133,Met4134,Met4135,Met4136,Met4137,Met4138,Met4139,Met4140,Met4141,Met4142,Met4143,Met4144,Met4145,Met4146,Met4147,Met4148,Met4149,Met4150,Met4151,Met4152,Met4153,Met4154,Met4155,Met4156,Met4157,Met4158,Met4348,Met4349,Met4350,Met4351,Met4352,Met4353,Met4357,Met4358,Met4359,Met4360,Met4361,Met4362,Met4363,Met4364,Met4365,Met4366,Met4367,Met4368,Met4369,Met4370,Met4371,Met4372,Met4373,Met4374,Met4375,Met4376,Met4520,Met4521,Met4522,Met4523,Met4524,Met4525,Met4526,Met4527
98,HPV148,148,gamma,12,gammapapillomavirus_12,gamma_HPV148,0,0,0,0,0,0,0,0,0,0,0,0,0,3621.3009,39073.5623,8.9336,0,21004.6064,0,5.0251,0,48.995,12.2836,0,202.9592,0,3.6293,0,258.5148,0,0,0,4.1876,5.5835,0,451.1446,4.6064,0,4.3272,0,0,0,0,0,0,0,0,0,0,0.5583,0,0,0,0,0,0,0.2792,0,0,0,0,0,0,0.1396,0,0,0,0,0,0.2792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,HPV149,149,gamma,7,gammapapillomavirus_7,gamma_HPV149,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5458,40.6382,0,0,29.865,0,0,0,0.8182,0,0,1.3637,0,0,0,0.5455,0,0,0,0,0,0,0.2727,0,0,0,0,0,0,0,0,9.2731,0.2727,3.0001,0,0,0,0,0.5455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,HPV150,150,beta,5,betapapillomavirus_5,beta_HPV150,0,0,0.8115,0,0,0,0,0,0,0,0,0,0,24.885,23.6678,0,0,0,0,0,0,302.5426,0,0.9467,0,0,0,0,0,0,0,0.8115,0.2705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2705,0,0,0,0,0,2.4344,0,0,0,1.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9754,1.3524,0,0,1.3524,0.2705,0,3.2459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,HPV151,151,beta,2,betapapillomavirus_2,beta_HPV151,0,0,0,0,0,0,0,0,0,0,0,0.8182,0,1171.2805,10364.1075,0,0,1135.4152,0,0,0,28.0922,978.7263,0,86.0494,0,0,14.7279,9.1368,0,0,0,0,0,0,1.6364,7.0912,0.5455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5455,0,0.5455,0,0,0,4277.5126,0,12.0005,46.9112,0.8182,1.091,2.4547,6.5458,6.273,14.0461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6364,0.2727,0,0.4091,0,0
102,HPV152,152,beta,1,betapapillomavirus_1,beta_HPV152,0,0,0,0,0.5462,0,0,252.3556,0,0,0,0,342.0729,0,0,0,370.6131,0,0,0,147.0709,0,11263.1435,2085.6206,0,0,0,315.4445,0,0,0,18.7082,0,32.3638,19.9372,0,14.4749,507.5789,0,0,0,0,0,3.4139,0,0,0,0,0,0,0,0,0,0.2731,0,0,0,0.1366,0,0.2731,6.2816,0,1.9118,0,0.8193,0,5.7354,0,0,0,0,0.5462,0,0,6.4181,0,0,0.1366,0,0,0,0.5462,0,0,2752.1508,905.0935,315.3079,23269.0154,1608.6303,756.384,1288.4064,1848.2862,0,0,0,0,0,168.5102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2731,0,0
103,HPV154,154,gamma,11,gammapapillomavirus_11,gamma_HPV154,0,0,0,0,0,0,0,0,0,0,0,0,0,45.7041,88.6632,0.6862,0,34.8614,0,0.2745,0,17169.5032,4.1175,0,7903.9253,0,0,0,57.0958,0,0,0,1.5097,3.294,0,62.5858,0.1372,0,149.4647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,HPV155,155,gamma,7,gammapapillomavirus_7,gamma_HPV155,0,0,0,0,0,0,0,0,0,0,0,0,0,59.7116,5.8487,12.5136,0,8.9771,0,6.2568,0,0,31.148,0,3.5365,0,0.9521,0,1.0881,0,1.0881,0,0,1.0881,0,0,1.2242,0,15.2339,0,0,0,0,0,0,0,0.5441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.5299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,HPV156,156,gamma,18,gammapapillomavirus_18,gamma_HPV156,0,0,0,0,0,0,0,0,0,0,0,0,2.456,294.3103,88.6888,0,12.1435,600.4912,0,0,3.5476,121.0261,0.8187,16.5098,6.2764,0,0,23.8777,25.5151,0,0,0,0.2729,8.0502,0,2.0467,0,3.8204,0,0,0,0,0,0,0,0,0,0,0,0.5458,0,0,0,0,0,0,0.2729,0,1.0916,0,0,0,0,0,0,0,0,0.4093,1.6373,0.5458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2729,0,0,0,0,0
106,HPV157,157,gamma,NA,gammapapillomavirus_NA,gamma_HPV157,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4943,177.9424,2.3763,0,79.6757,0,0.6989,0,0,1.5376,0,0,0,0,0,2.7956,0,0,0,0,0,0,0,1.1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,HPV158,158,gamma,NA,gammapapillomavirus_NA,gamma_HPV158,0,0,0,1.6685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1123,0,0,5.0056,0,0,0,243.1869,0,0,0,0,0,0,0,0,0,2.6418,0,0,0,0,0,0,0,0,0,0.5562,0,0.5562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2781,0.2781,0,0,1.9466,0,0,0,0,0,0,0,0,10.5673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,HPV159,159,beta,2,betapapillomavirus_2,beta_HPV159,3.165,0,1.6513,5.2291,0,2.2017,18.4395,1.1009,3.5778,0.2752,0,0,0,0,0,0,45.9612,0,0,0,0,0,0,447.64,0,0,0,17.0634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9539,0.2752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.6319,0,0.688,0.2752,0,0,0
109,HPV161,161,gamma,19,gammapapillomavirus_19,gamma_HPV161,0,0,0,0,0,0,0,0,0,0,0,0.5526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5526,0.2763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,HPV162,162,gamma,19,gammapapillomavirus_19,gamma_HPV162,0,0,0,0,0,0,0,0,0,0,0,0.2772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,HPV163,163,gamma,20,gammapapillomavirus_20,gamma_HPV163,0,0,0,0,0,0,0,0,0,0,0,0,0,1178.764,397.2072,0,0.1383,20.047,0,0,1.106,0.6913,0.2765,0.8295,58.3437,0,0,0.8295,4.2859,0,0,0,0,0.9678,0,1.3826,0,0,0,0,0,0,0,0,0,0,0.553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.945,0,0,0,0,0,0
112,HPV164,164,gamma,8,gammapapillomavirus_8,gamma_HPV164,0,0,1.3826,0,0,0,0,0,0,0.553,0,0,0,0,0,0,1.9356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2121,4.7007,0,4.7007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,HPV165,165,gamma,12,gammapapillomavirus_12,gamma_HPV165,0,0,0,0,0,0,0,0,0,0,0,0,1.1222,0,73.2221,0,2.2444,38.154,0,0,3.3665,0,0,2.1041,0,0,0,16.6924,0,0,0,0,0,1.1222,0.1403,0,0,1.8235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1403,1.1222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,HPV166,166,gamma,19,gammapapillomavirus_19,gamma_HPV166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3866,0,5.8236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,HPV167,167,gamma,21,gammapapillomavirus_21,gamma_HPV167,0,0,0,0,0,0.5534,0,0,0,0,0,0,0,0,0,0,0,2.767,0,0,0,0,0,0.2767,0,0,0,27.2551,0,0,0,0,0,2.2136,0,0,0,0.2767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9369,0,3.8738,1.9369,4.9806,0.8301,0,0.8301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.9762,1.3835,3.8738,1.6602,4.4272,0.5534,0,0
116,HPV168,168,gamma,8,gammapapillomavirus_8,gamma_HPV168,1.1105,0,0,0,0,0.5552,0,0,0,0.8329,0,0.5552,0,0,0,0,0.2776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,HPV169,169,gamma,11,gammapapillomavirus_11,gamma_HPV169,0,0,0.831,0,0,0,0,0,0,0,0,0,0,0,6.2327,59.8338,0,4.2936,0,55.8172,0,60.8033,18756.2327,0,1.9391,0,201.8006,0,0,0,10.6648,0,0,203.3241,0,0,372.1607,0,75.0693,0,0,0,0,0,0,0,0,0,0,0,0.554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,HPV170,170,gamma,7,gammapapillomavirus_7,gamma_HPV170,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8313,1.6179,0,0,0.2697,0,0,0,0,0,0,2.1572,0,0,0,0.5393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,HPV171,171,gamma,11,gammapapillomavirus_11,gamma_HPV171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2235,0,0,1.1117,0,0,0,0,860.0611,0,0,0,8.6159,0,0,0,0,0,0,11.3952,0,1.3897,15.8421,0,3.1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,HPV172,172,gamma,22,gammapapillomavirus_22,gamma_HPV172,0,0,0,0,0,0,0,0,0,0,0,0,5.7625,0,0,0,10.26,0,0,0,3.2326,0,0,22.3472,0,0,0,15.7414,0,0,0,0,0,0,2.2488,0,0,4.9192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2649,0.8433,2.1082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,HPV173,173,gamma,1,gammapapillomavirus_1,gamma_HPV173,0,1.9186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3854,1.0963,8.7707,0,0,0,0,0,4.3854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,HPV174,174,beta,2,betapapillomavirus_2,beta_HPV174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5005,0,0,0,0,0,0.8184,0,2.8645,4.7742,0,0,0.2728,35.0566,0,0,0,0,0,0.8184,0,0,0.1364,1.3641,0.4092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,HPV175,175,gamma,23,gammapapillomavirus_23,gamma_HPV175,0,0,0,0,0,0,0,0,0,0,0,0,0,2014.2956,44745.8709,10.9646,0,863.8446,0,7.9112,0,3552.9493,17.3491,1.8043,551.5614,0,0.8328,12.7689,471.4781,0,0.8328,0,11.9362,4.025,0,2.6371,1.8043,0,6.9396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,HPV178,178,gamma,24,gammapapillomavirus_24,gamma_HPV178,0,0,0,0,0,0,0,0,0,0.4124,0,0,0,0,3.0241,0,0,1.6495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4124,0,0,0,0,0,0,0,0,0,0.1375,0,0.2749,2.0619,0,0,1.6495,0,3.8488,1.9244,0,0,0,0,0,1.6495,0,0,0,0,0,0,0,0,0,0,0,1219.5189,17.457,3.8488,19.244,32.5773,8.3849,17.457,21.1684,0,0,0,0,0,54.9828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,HPV179,179,gamma,15,gammapapillomavirus_15,gamma_HPV179,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2331,5.4431,0,0,9.351,0,0.5583,0,0.2791,1.2561,0,1.1165,0,0,0,9.2114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5583,0,0,0,0,0,0,0,1.3957,0,0,0,0,0,0,0,0.5583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3782,77.8786,0.5583,3.0705,36.0084,13.8172,24.843,30.007,0,0,0,0,0,90.1605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6978,1.1165,0,0,0,0
126,HPV180,180,gamma,10,gammapapillomavirus_10,gamma_HPV180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8218,0,11.0944,445.1445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,HPV197,197,gamma,24,gammapapillomavirus_24,gamma_HPV197,0,0,0,0,0,0,0,0,0,0.5514,0,0,2.7571,273.2286,1365.04,3.4464,1.5164,1394.9545,0,5.1006,0.8271,11.442,403.6394,7.7199,82.8508,0,0,3.0328,13.9234,0,0.4136,0,0,12.4069,0,18.1969,3.9978,7.582,6.8927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2057,4.1356,0,2.7571,0,0.1379,0,0.5514,0,0,0,0,0,0.1379,0,0,0,0,0,0,0,0,0.5514,0,0,3686.9313,939.4817,258.0645,1094.0171,704.7146,88.365,113.4546,789.0819,0,1.3785,4.6871,0,0,2637.4414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,HPV199,199,gamma,12,gammapapillomavirus_12,gamma_HPV199,3.3408,0,2.784,0,0,0,0,0,0,0,0,0,6.9599,2.088,0,0,22.9677,0.8352,0,0,0,0,0,22.4109,0,0,0,9.0479,0,0,0,0,0,0,0.1392,0,0,6.2639,0,0,0,0,0,0,0,0,0,0,0,0.2784,0,0,0,0,0,0,0,0,1.6704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2784,2.2272,1.1136,0,3.6192,3.0624,1.392,1.6704,11.5535,0,0,0,0.8352,0.8352,87.9733,0,0,0,0,0.8352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,HPV200,200,gamma,2,gammapapillomavirus_2,gamma_HPV200,0.2815,0,0,0,0,0,0,0,0,142.7164,0,5.2076,0,25.0528,63.1949,5.7706,0,98.0999,0,18.297,0,104.152,16.045,0,219.4229,0,0,0,24.2083,0,0.4222,0,1.9704,7.3188,0,0.563,4.5039,0,5.0669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72593.9479,2205.9113,474.3139,25667.4173,11756.0873,2251.6538,5085.9958,1388.8811,0.1407,0,0,0,0,811.1189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,HPV201,201,gamma,27,gammapapillomavirus_27,gamma_HPV201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5513,0.2756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3782,0,0,0,1.9294,0,0,0,0,0,1.1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,HPV202,202,gamma,NA,gammapapillomavirus_NA,gamma_HPV202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3617,0,0,0,0,0,2.9956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,HPV204,204,mu,NA,mupapillomavirus_NA,mu_HPV204,0,0,0,0,0,0,0,0,0,0,0,0.2781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3906,0,0,1.1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7813,0,0.5563,0,0,0
133,HPV205,205,gamma,NA,gammapapillomavirus_NA,gamma_HPV205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5481,0,0.274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0